"lake","date","year","doy","PML","PML.g440","taxon_name","number_per_net","mean_length","mean_individ_biomass","net_efficiency_mean","abundance_raw","abundance","biomass","manual_chl","cumulative.load","daily.load"
"L",2008-07-17,2008,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2721,0,0
"L",2008-07-18,2008,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41837,0,0
"L",2008-07-19,2008,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.31723,0,0
"L",2008-07-20,2008,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26573,0,0
"L",2008-07-21,2008,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10805,0,0
"L",2008-07-23,2008,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.72844,0,0
"L",2008-07-24,2008,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.77887,0,0
"L",2008-07-25,2008,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36528,0,0
"L",2008-07-26,2008,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74357,0,0
"L",2008-07-27,2008,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64906,0,0
"L",2008-07-28,2008,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89753,0,0
"L",2008-07-30,2008,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25432,0,0
"L",2008-07-31,2008,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02867,0,0
"L",2008-08-01,2008,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08548,0,0
"L",2008-08-02,2008,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68702,0,0
"L",2008-08-03,2008,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.6618,0,0
"L",2008-08-04,2008,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69206,0,0
"L",2008-08-06,2008,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58614,0,0
"L",2008-08-07,2008,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23175,0,0
"L",2008-08-08,2008,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.26201,0,0
"L",2008-08-09,2008,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33767,0,0
"L",2008-08-10,2008,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27847,0,0
"L",2008-08-11,2008,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.648,0,0
"L",2008-08-13,2008,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.18768,0,0
"L",2008-08-14,2008,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18636,0,0
"L",2008-08-15,2008,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50173,0,0
"L",2008-08-16,2008,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13725,0,0
"L",2008-08-17,2008,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95063,0,0
"L",2008-08-18,2008,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42103,0,0
"L",2008-08-20,2008,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94186,0,0
"L",2008-08-21,2008,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.35413,0,0
"L",2008-08-22,2008,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26069,0,0
"L",2008-08-23,2008,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.08681,0,0
"L",2008-08-24,2008,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.58854,0,0
"L",2008-08-25,2008,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.70083,0,0
"L",2008-08-26,2008,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46005,0,0
"L",2008-08-27,2008,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73879,0,0
"L",2009-05-18,2009,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66817,0,0
"L",2009-05-20,2009,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.32015,0,0
"L",2009-05-21,2009,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28448,0,0
"L",2009-05-22,2009,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74383,0,0
"L",2009-05-23,2009,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29461,0,0
"L",2009-05-24,2009,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08814,0,0
"L",2009-05-25,2009,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02614,0,0
"L",2009-05-27,2009,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9683,0,0
"L",2009-05-28,2009,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65425,0,0
"L",2009-05-29,2009,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14265,0,0
"L",2009-05-30,2009,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15278,0,0
"L",2009-05-31,2009,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83153,0,0
"L",2009-06-01,2009,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03921,0,0
"L",2009-06-03,2009,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38072,0,0
"L",2009-06-04,2009,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90457,0,0
"L",2009-06-05,2009,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07173,0,0
"L",2009-06-06,2009,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9451,0,0
"L",2009-06-07,2009,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53703,0,0
"L",2009-06-08,2009,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76062,0,0
"L",2009-06-10,2009,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62892,0,0
"L",2009-06-11,2009,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24954,0,0
"L",2009-06-12,2009,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2085,0,0
"L",2009-06-13,2009,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59252,0,0
"L",2009-06-14,2009,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.49216,0,0
"L",2009-06-15,2009,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81949,0,0
"L",2009-06-17,2009,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47651,0,0
"L",2009-06-18,2009,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35033,0,0
"L",2009-06-19,2009,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85984,0,0
"L",2009-06-20,2009,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83153,0,0
"L",2009-06-21,2009,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.10194,0,0
"L",2009-06-22,2009,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43137,0,0
"L",2009-06-24,2009,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08186,0,0
"L",2009-06-25,2009,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.94691,0,0
"L",2009-06-26,2009,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.58823,0,0
"L",2009-06-27,2009,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90151,0,0
"L",2009-06-28,2009,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24395,0,0
"L",2009-06-29,2009,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46642,0,0
"L",2009-07-01,2009,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.94558,0,0
"L",2009-07-02,2009,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28235,0,0
"L",2009-07-03,2009,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03637,0,0
"L",2009-07-04,2009,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83153,0,0
"L",2009-07-05,2009,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.54712,0,0
"L",2009-07-06,2009,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26421,0,0
"L",2009-07-08,2009,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15278,0,0
"L",2009-07-09,2009,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72916,0,0
"L",2009-07-10,2009,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66944,0,0
"L",2009-07-11,2009,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05283,0,0
"L",2009-07-12,2009,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26928,0,0
"L",2009-07-13,2009,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4866,0,0
"L",2009-07-15,2009,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71357,0,0
"L",2009-07-16,2009,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8366,0,0
"L",2009-07-17,2009,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.97956,0,0
"L",2009-07-18,2009,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78889,0,0
"L",2009-07-19,2009,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55084,0,0
"L",2009-07-20,2009,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81634,0,0
"L",2009-07-22,2009,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46176,0,0
"L",2009-07-23,2009,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65304,0,0
"L",2009-07-24,2009,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.99363,0,0
"L",2009-07-25,2009,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67693,0,0
"L",2009-07-26,2009,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87206,0,0
"L",2009-07-27,2009,208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.25962,0,0
"L",2009-07-29,2009,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79931,0,0
"L",2009-07-30,2009,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20131,0,0
"L",2009-07-31,2009,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52695,0,0
"L",2009-08-01,2009,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28235,0,0
"L",2009-08-02,2009,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63791,0,0
"L",2009-08-03,2009,215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.69983,0,0
"L",2009-08-05,2009,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37059,0,0
"L",2009-08-06,2009,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.79559,0,0
"L",2009-08-07,2009,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07173,0,0
"L",2009-08-08,2009,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05787,0,0
"L",2009-08-09,2009,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14265,0,0
"L",2009-08-10,2009,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.19405,0,0
"L",2009-08-12,2009,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6939,0,0
"L",2009-08-13,2009,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91977,0,0
"L",2009-08-14,2009,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.93045,0,0
"L",2009-08-15,2009,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82859,0,0
"L",2009-08-16,2009,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62278,0,0
"L",2009-08-17,2009,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81127,0,0
"L",2009-08-19,2009,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64918,0,0
"L",2009-08-20,2009,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85347,0,0
"L",2009-08-21,2009,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33088,0,0
"L",2009-08-22,2009,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20653,0,0
"L",2009-08-23,2009,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.56601,0,0
"L",2009-08-24,2009,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8686,0,0
"L",2009-08-27,2009,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60866,0,0
"L",2009-08-28,2009,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08044,0,0
"L",2009-08-29,2009,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10294,0,0
"L",2009-08-30,2009,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24317,0,0
"L",2009-08-31,2009,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.16078,0,0
"L",2009-09-01,2009,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14866,0,0
"L",2009-09-02,2009,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24183,0,0
"L",2009-09-03,2009,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.90019,0,0
"L",2009-09-04,2009,247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42631,0,0
"L",2010-05-17,2010,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08044,0,0
"L",2010-05-19,2010,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3175,0,0
"L",2010-05-20,2010,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.64419,0,0
"L",2010-05-21,2010,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22936,0,0
"L",2010-05-22,2010,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61508,0,0
"L",2010-05-23,2010,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.26069,0,0
"L",2010-05-24,2010,144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.50677,0,0
"L",2010-05-26,2010,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.11203,0,0
"L",2010-05-27,2010,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43987,0,0
"L",2010-05-28,2010,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04513,0,0
"L",2010-05-29,2010,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86992,0,0
"L",2010-05-30,2010,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23812,0,0
"L",2010-05-31,2010,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.65171,0,0
"L",2010-06-02,2010,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.92275,0,0
"L",2010-06-03,2010,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.46748,0,0
"L",2010-06-04,2010,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.09424,0,0
"L",2010-06-05,2010,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.69578,0,0
"L",2010-06-06,2010,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.20653,0,0
"L",2010-06-07,2010,158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.10168,0,0
"L",2010-06-09,2010,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.49878,0,0
"L",2010-06-10,2010,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5142,0,0
"L",2010-06-11,2010,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.10805,0,0
"L",2010-06-12,2010,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.46111,0,0
"L",2010-06-13,2010,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.99871,0,0
"L",2010-06-14,2010,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02496,0,0
"L",2010-06-16,2010,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.50146,0,0
"L",2010-06-17,2010,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27343,0,0
"L",2010-06-18,2010,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74755,0,0
"L",2010-06-19,2010,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.87364,0,0
"L",2010-06-20,2010,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30741,0,0
"L",2010-06-21,2010,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.33395,0,0
"L",2010-06-23,2010,174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37431,0,0
"L",2010-06-24,2010,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55084,0,0
"L",2010-06-25,2010,176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76268,0,0
"L",2010-06-26,2010,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77781,0,0
"L",2010-06-27,2010,178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.00611,0,0
"L",2010-06-28,2010,179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.3175,0,0
"L",2010-06-30,2010,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37563,0,0
"L",2010-07-01,2010,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.04274,0,0
"L",2010-07-02,2010,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.30502,0,0
"L",2010-07-03,2010,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79427,0,0
"L",2010-07-04,2010,185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10061,0,0
"L",2010-07-05,2010,186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21423,0,0
"L",2010-07-07,2010,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54764,0,0
"L",2010-07-08,2010,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93682,0,0
"L",2010-07-09,2010,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.80568,0,0
"L",2010-07-10,2010,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33024,0,0
"L",2010-07-11,2010,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.48527,0,0
"L",2010-07-12,2010,193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0377,0,0
"L",2010-07-14,2010,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7287,0,0
"L",2010-07-15,2010,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.43111,0,0
"L",2010-07-16,2010,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28989,0,0
"L",2010-07-17,2010,198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1537,0,0
"L",2010-07-18,2010,199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09318,0,0
"L",2010-07-19,2010,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.24317,0,0
"L",2010-07-21,2010,202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4412,0,0
"L",2010-07-22,2010,203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85851,0,0
"L",2010-07-23,2010,204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43483,0,0
"L",2010-07-24,2010,205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40961,0,0
"L",2010-07-25,2010,206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63287,0,0
"L",2010-07-26,2010,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74887,0,0
"L",2010-07-28,2010,209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67322,0,0
"L",2010-07-29,2010,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.60765,0,0
"L",2010-07-30,2010,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.339,0,0
"L",2010-07-31,2010,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75126,0,0
"L",2010-08-01,2010,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.96443,0,0
"L",2010-08-02,2010,214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.02098,0,0
"L",2010-08-04,2010,216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.32891,0,0
"L",2010-08-05,2010,217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.88373,0,0
"L",2010-08-06,2010,218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2583,0,0
"L",2010-08-07,2010,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.77781,0,0
"L",2010-08-08,2010,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.38307,0,0
"L",2010-08-09,2010,221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.97584,0,0
"L",2010-08-11,2010,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2721,0,0
"L",2010-08-12,2010,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09822,0,0
"L",2010-08-13,2010,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.87497,0,0
"L",2010-08-14,2010,226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98593,0,0
"L",2010-08-15,2010,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.24556,0,0
"L",2010-08-16,2010,228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.55456,0,0
"L",2010-08-18,2010,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68569,0,0
"L",2010-08-19,2010,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40898,0,0
"L",2010-08-20,2010,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78285,0,0
"L",2010-08-21,2010,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.82222,0,0
"L",2010-08-22,2010,234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.29228,0,0
"L",2010-08-23,2010,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47189,0,0
"L",2010-08-25,2010,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7433,0,0
"L",2010-08-26,2010,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65808,0,0
"L",2010-08-27,2010,239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.06667,0,0
"L",2010-08-28,2010,240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.38572,0,0
"L",2010-08-29,2010,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31487,0,0
"L",2010-08-30,2010,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.11225,0,0
"L",2010-08-31,2010,243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14853,0,0
"L",2010-09-01,2010,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40392,0,0
"L",2010-09-02,2010,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.79902,0,0
"L",2010-09-03,2010,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.99657,0,0
"L",2011-05-16,2011,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.30179,0,0
"L",2011-05-18,2011,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28478,0,0
"L",2011-05-19,2011,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13585,0,0
"L",2011-05-20,2011,140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.20393,0,0
"L",2011-05-21,2011,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.92736,0,0
"L",2011-05-22,2011,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85929,0,0
"L",2011-05-23,2011,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8762,0,0
"L",2011-05-25,2011,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.03374,0,0
"L",2011-05-26,2011,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84227,0,0
"L",2011-05-27,2011,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.66356,0,0
"L",2011-05-28,2011,148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59548,0,0
"L",2011-05-29,2011,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35295,0,0
"L",2011-05-30,2011,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.65505,0,0
"L",2011-06-01,2011,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.24658,0,0
"L",2011-06-02,2011,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.05086,0,0
"L",2011-06-03,2011,154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.59984,0,0
"L",2011-06-04,2011,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55303,0,0
"L",2011-06-05,2011,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.95725,0,0
"L",2011-06-06,2011,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6977,0,0
"L",2011-06-08,2011,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.30865,0,0
"L",2011-06-09,2011,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.23807,0,0
"L",2011-06-10,2011,161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47635,0,0
"L",2011-06-11,2011,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89768,0,0
"L",2011-06-12,2011,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17411,0,0
"L",2011-06-13,2011,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.519,0,0
"L",2011-06-15,2011,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.61686,0,0
"L",2011-06-16,2011,167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15713,0,0
"L",2011-06-17,2011,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82535,0,0
"L",2011-06-18,2011,169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4338,0,0
"L",2011-06-19,2011,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52305,0,0
"L",2011-06-20,2011,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38264,0,0
